Q3624078	sovereign state
Q1261499	naval battle
Q1162835	district of Hungary
Q836672	region of Kazakhstan
Q10648343	duo
Q16017119	collective pseudonym
Q54982412	songwriting team
Q16085106	naseljeno mjesto
Q208500	principality
Q10901350	anime and manga
Q11446	ship
Q212805	digital library
Q526334	union catalog
Q12308941	male given name
Q1963041	municipality of Moldova
Q690084	governorate of Tunisia
Q160683	EuroEyes Cyclassics
Q666943	associated commune
Q749622	Antarctic research station
Q50198	province of Thailand
Q1128397	convent
Q20732232	autonomous island of the Comoros
Q183257	psychotherapy
Q50495	governorate of Palestine
Q4989906	monument
Q179700	statue
Q13027888	baseball team
Q478174	Amstel Gold Race
Q43605	French Open
Q3889692	college of music
Q848197	parliamentary group
Q5185279	poem
Q12774	French formal garden
Q2244647	castle park
Q75135425	None
Q871419	district of Austria
Q207320	paramilitary
Q1683337	nishiki-e
Q28913685	woodblock print
Q18219090	woodcut print
Q2188189	musical work
Q11879590	female given name
Q1516079	cultural heritage ensemble
Q1022147	inter-city rail
Q1363599	passenger train
Q18674739	event venue
Q77115	community center
Q1076486	sports venue
Q511355	television studio
Q24354	theatre
Q831889	dzongkhag
Q848330	tondo
Q17517379	animated short film
Q15634883	district of Manila
Q261023	district of Vienna
Q1006876	borough in the United Kingdom
Q39816	valley
Q42245028	sports hall of fame
Q131681	reservoir
Q4504495	award ceremony
Q200141	necropolis
Q13997861	partido of Buenos Aires
Q778575	conglomerate
Q26907711	district of the Australian Capital Territory
Q1631129	hotel chain
Q3409032	unisex given name
Q27308988	César Awards ceremony
Q114581	Ice hockey at the Olympic Games
Q1621322	men in Tolkien's legendarium
Q4389115	district of Tajikistan
Q3034650	ski area
Q858485	high-speed railway line
Q2183520	obec
Q15068450	district of Moldova
Q518261	cultural area
Q581830	carfree city
Q1062593	province of Bolivia
Q17175443	recruitment agency
Q4818021	attack submarine
Q4161425	diesel-electric submarine
Q18573970	group of paintings
Q14869485	armored regiment
Q60377878	mounted riffles regiment
Q1252971	food manufacturer
Q762548	chocolaterie
Q9135	operating system
Q218616	proprietary software
Q43501	zoo
Q2202509	Roman city
Q705296	district of Taiwan
Q329303	tax avoidance
Q2232001	show cave
Q34918903	national park of the United States
Q1371037	institute of technology
Q3592593	engineering degree in France
Q13220391	graduate school
Q3591586	public scientific, cultural or professional establishment
Q162633	academy
Q1244442	school building
Q383092	art school
Q17205	aircraft carrier
Q331130	governorate of Yemen
Q772547	armed forces
Q842332	war front
Q55558027	local government area of South Australia
Q1259759	miniseries
Q35666	glacier
Q1055465	girder bridge
Q12042110	steel bridge
Q1210334	railway bridge
Q16145172	trio
Q17560936	Immortal
Q5034569	urban district
Q22667	railway
Q653596	province of Gabon
Q2577184	parish of Latvia
Q59341087	town in Nova Scotia
Q55593624	local government area of Queensland
Q55490	through station
Q55485	dead-end station
Q107679	cliff
Q18340514	events in a specific year or time period
Q641066	girl group
Q13410520	county of Missouri
Q4484477	FA Cup Final
Q172754	World's Fair
Q28550993	reclaimed land
Q7829892	town of New Jersey
Q743074	region of Mali
Q1906268	municipality of Bulgaria
Q860290	province of Japan
Q3539870	district of Uganda
Q41520	Wimbledon Championships
Q417877	Distributor
Q15383322	culture award
Q1752459	investment company
Q102786	abbreviation
Q290588	Étoile de Bessèges
Q22231112	2.1
Q130003	ski resort
Q431569	Eastbourne International
Q3032333	division
Q13691	artificial island
Q162602	river island
Q7560	mother
Q447154	Suck
Q18043413	supermarket chain
Q726870	brick and mortar company
Q2401749	telecommunication company
Q1941618	mobile network operator
Q27704723	particle physics experiment
Q1241025	research group
Q15720476	volleyball team
Q443802	luxury yacht
Q21505397	motor yacht
Q303811	Austrian Badminton Championships
Q2068728	hit record
Q13414761	county of Oregon
Q3558970	village of Poland
Q2744064	district of Zambia
Q13410438	county of Indiana
Q30059	arrondissement
Q1230708	division of India
Q16363493	fictional forest
Q568765	sports magazine
Q746290	state of Sudan
Q20653563	UCI Trade Team I
Q20653564	UCI Trade Team II
Q51481377	women's association football club
Q15324	body of water
Q1517777	historical work
Q746628	studio
Q12518	tower
Q153813	extermination camp
Q152081	concentration camp
Q7708430	text publication society
Q25297630	international bridge
Q20354035	Naturpark
Q728904	nature park
Q955236	transboundary protected area
Q5154611	community
Q496539	state of South Sudan
Q27996466	Station
Q18543139	central station
Q2451577	junction station
Q719987	province of Ecuador
Q55492	island railway station
Q13406554	sports competition
Q15711026	altarpiece
Q1059324	university hospital
Q49297	Indigenous peoples of the United States
Q55677	Keilbahnhof
Q708676	charitable organization
Q1053630	province of Papua New Guinea
Q28796675	ambassador to Germany
Q15726790	United States ambassador
Q105999	cargo ship
Q2055880	passenger ship
Q4583713	merchant raider
Q645883	military operation
Q1193470	theme music
Q26772977	state election in Germany
Q1747829	notname
Q13220204	second-level administrative country subdivision
Q4421	forest
Q204324	volcanic crater lake
Q17054562	region of the Northern Territory
Q19753332	nuclear program
Q936518	aerospace manufacturer
Q1934969	defense contractor
Q851110	district in Budapest
Q23036513	former municipality of Denmark
Q355567	royal or noble rank
Q4256984	athletics stadium
Q216107	department store
Q15673297	province of Laos
Q6617100	district of Yemen
Q47913	intelligence agency
Q219557	cult film
Q465842	state of Nigeria
Q13415368	county of Virginia
Q155271	think tank
Q1695502	party political foundation
Q8463186	national association football cup
Q26213387	olympic delegation
Q14927600	Soyuz TMA-M
Q270791	state-owned enterprise
Q3565075	Raions of cities in Ukraine
Q336473	aid agency
Q16463	lyceum
Q2989400	commune of Morocco
Q505782	Tour du Haut Var
Q27968055	recurrent event edition
Q217199	soundtrack
Q37995709	New York state park
Q16831714	government building
Q7397	software
Q423785	community of communes
Q220347	WTA Tour Championships
Q582706	Israeli settlement
Q742421	theatrical troupe
Q777120	borough of Pennsylvania
Q18195767	société anonyme
Q952274	department of Argentina
Q697196	ocean liner
Q13410444	county of Kansas
Q137535	county of Iran
Q16070115	video game compilation
Q19730508	former municipality
Q17376095	cadastral municipality of Austria
Q11353	district of Iran
Q1007870	commercial art gallery
Q18917976	Anglican diocese
Q2276925	municipality of Galicia
Q963099	remix album
Q58840819	national rugby union team
Q319796	district of Nauru
Q499337	Paris–Tours
Q1318941	stage race
Q4389100	district of Kyrgyzstan
Q695469	province of Mozambique
Q39804	cruise ship
Q3357704	Turkish Otoyol
Q62573441	Star Trek series
Q1242743	double album
Q217123	oracle
Q907698	prospekt
Q269218	county of Kenya
Q7268334	quadrant of Washington, D.C.
Q1964689	fictional city
Q14037025	ministry of France
Q19973770	culture ministry
Q1017546	list of districts and neighborhoods of Los Angeles
Q23905105	women's national association football team
Q1194788	Thomas Cup
Q1647142	parish of Antigua and Barbuda
Q7692360	volcanic eruption
Q1067217	phreatic eruption
Q2703194	peléan eruption
Q1321960	law school
Q16858213	town in Romania
Q22669552	Namibian general election
Q591990	jazz standard
Q2485448	sports governing body
Q290691	villain
Q1569167	video game character
Q1504429	Reichstag election in Germany
Q57831	fortress
Q13410428	county of Georgia
Q847906	online magazine
Q895089	tabloid journalism
Q53534649	cycling team season
Q3033548	Doctor Who spin-offs
Q20719675	raion of the Soviet Union
Q25446687	former region of Morocco
Q478798	image
Q1779527	Studentenverbindung
Q440775	None
Q2122214	national archives
Q3044788	non-ministerial government department
Q150093	voivodeship of Poland
Q233324	seminary
Q15630849	village of Bulgaria
Q1522839	staff college
Q414147	academy of sciences
Q12020836	timber-framed house
Q2748940	Women's Chess Olympiad
Q867335	literary cycle
Q1377575	wildlife refuge
Q21697406	Your Name.
Q779239	international broadcaster
Q545769	district of Ghana
Q1134686	frazione
Q53536964	royal palace
Q7328910	art collection
Q16274795	shipbuilding company
Q61220733	Star Trek episode
Q174782	square
Q21497886	district of Northern Ireland (1973 to 2015)
Q17001376	Baladiyat of Libya
Q106259	polder
Q15283424	United Kingdom general election
Q133442	city-state
Q22160105	Greek legislative election
Q1333366	snap election
Q252916	administrative quarter of Paris
Q1569871	industrial heritage site
Q188055	siege
Q2936105	summit level canal
Q15893266	former entity
Q79218	triptych
Q20646667	plain stage
Q3	life
Q2266066	individual time trial
Q20646670	hilly stage
Q64340649	statistical neighborhood of Zürich
Q6988120	neighborhood of Vilnius
Q42613239	government region of Lower Saxony
Q1802587	German public state broadcaster
Q1186399	spin-off
Q2098419	planning region of Bavaria
Q2138485	regional association of Baden-Württemberg
Q574299	province of Prussia
Q55379753	handball federation
Q1667921	novel series
Q1778846	proving ground
Q18199879	trolleybus system
Q271669	landform
Q4502119	art group
Q1282870	ice rink
Q1384330	expeditionary force
Q3329412	archaeological museum
Q18089587	stop-motion animated film
Q7252589	province of Cambodia
Q955824	learned society
Q336144	anthology film
Q319676	competition
Q56816954	heavy metal band
Q472808	novelette
Q878223	highland
Q133056	mountain pass
Q3026037	Platonic dialogue
Q61283808	Star Trek film
Q1478443	football federation
Q1147171	interchange station
Q1406904	Fernbahnhof
Q13025342	Thesaban Mueang
Q32096	Super Bowl
Q1743327	сhurch college
Q6519277	King Amphoe
Q7268568	former grietenij
Q3551872	Universités nouvelles
Q21597741	award badge
Q60874	Australian Open
Q325261	satellite state
Q2556234	wine producing locality
Q1499928	Gemarkung
Q163301	Ortsbezirk of Germany
Q3046146	married couple
Q1400264	artist collective
Q3496042	Security-focused operating system
Q7751682	serial film
Q216337	boy band
Q1519799	health ministry
Q507619	retail chain
Q484215	federal district of Russia
Q13414755	county of New Mexico
Q12037308	county of South Dakota
Q13414758	county of North Carolina
Q13414760	county of Oklahoma
Q2088357	musical ensemble
Q842420	region of Uzbekistan
Q13410431	county of Hawaii
Q12014176	region of Turkmenistan
Q13410522	borough of Alaska
Q265662	national university
Q27702623	academic enclave
Q4828724	aviation museum
Q1046088	hall of fame
Q18325436	501(c)(3) organization
Q3880745	oceanus
Q13410422	county of Florida
Q13410433	county of Idaho
Q13415366	county of Tennessee
Q1345691	international financial institution
Q5518656	South Korean legislative elections
Q2300373	national trade union center
Q29643579	multi-level marketing company
Q6867185	industry ministry
Q1243341	trade ministry
Q19973795	energy ministry
Q3661311	fashion house
Q1236680	gentlemen's club
Q12592530	general programming channel
Q655089	International Indian Film Academy Awards
Q20679540	cinema chain
Q2989470	commune of Mauritania
Q317557	parish church
Q32815	mosque
Q2977	cathedral
Q13415370	county of West Virginia
Q13410464	county of Maryland
Q15816787	parliament of an Australian state or territory
Q37002670	unicameral legislature
Q1478437	association football competition
